School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2012-2013,Total,109,Gosnold,15,Total,Asthma,0,2,0,0,319.7,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,110,Grafton,15,Total,Asthma,197,2372,8.3,7.1,9.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,111,Granby,15,Total,Asthma,83,634,13.1,10.3,15.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,112,Granville,15,Total,Asthma,NS,141,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,113,Great Barrington,15,Total,Asthma,45,640,7,5,9.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,114,Greenfield,15,Total,Asthma,233,1526,15.3,13.3,17.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,115,Groton,15,Total,Asthma,104,1459,7.1,5.8,8.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,116,Groveland,15,Total,Asthma,66,778,8.5,6.4,10.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,117,Hadley,15,Total,Asthma,58,468,12.4,9.2,15.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,118,Halifax,15,Total,Asthma,64,828,7.7,5.8,9.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,119,Hamilton,15,Total,Asthma,80,979,8.2,6.4,10,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,120,Hampden,15,Total,Asthma,51,511,10,7.2,12.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,121,Hancock,15,Total,Asthma,NS,62,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,122,Hanover,15,Total,Asthma,202,2003,10.1,8.7,11.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,123,Hanson,15,Total,Asthma,112,1244,9,7.3,10.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,124,Hardwick,15,Total,Asthma,19,285,6.7,3.7,9.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,125,Harvard,15,Total,Asthma,77,712,10.8,8.4,13.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,126,Harwich,15,Total,Asthma,75,972,7.7,6,9.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,127,Hatfield,15,Total,Asthma,30,254,11.8,7.6,16,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,128,Haverhill,15,Total,Asthma,936,6787,13.8,12.9,14.7,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,129,Hawley,15,Total,Asthma,NS,22,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,130,Heath,15,Total,Asthma,9,66,13.6,4.7,22.5,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,131,Hingham,15,Total,Asthma,316,3287,9.6,8.6,10.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,132,Hinsdale,15,Total,Asthma,16,161,9.9,5.1,14.8,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,133,Holbrook,15,Total,Asthma,149,912,16.3,13.7,19,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,134,Holden,15,Total,Asthma,170,2226,7.6,6.5,8.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,135,Holland,15,Total,Asthma,66,262,25.2,19.1,31.3,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,136,Holliston,15,Total,Asthma,186,1897,9.8,8.4,11.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,137,Holyoke,15,Total,Asthma,945,4449,21.2,19.9,22.6,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,138,Hopedale,15,Total,Asthma,101,765,13.2,10.6,15.8,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,139,Hopkinton,15,Total,Asthma,249,2377,10.5,9.2,11.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,140,Hubbardston,15,Total,Asthma,30,468,6.4,4.1,8.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,141,Hudson,15,Total,Asthma,285,2085,13.7,12.1,15.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,142,Hull,15,Total,Asthma,79,781,10.1,7.9,12.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,143,Huntington,15,Total,Asthma,37,192,19.3,13.1,25.5,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,144,Ipswich,15,Total,Asthma,107,1440,7.4,6,8.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,145,Kingston,15,Total,Asthma,153,1595,9.6,8.1,11.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,146,Lakeville,15,Total,Asthma,131,1315,10,8.3,11.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,147,Lancaster,15,Total,Asthma,71,723,9.8,7.5,12.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,148,Lanesborough,15,Total,Asthma,41,266,15.4,10.7,20.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,149,Lawrence,15,Total,Asthma,2108,11191,18.8,18,19.6,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,150,Lee,15,Total,Asthma,49,478,10.3,7.4,13.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,151,Leicester,15,Total,Asthma,65,1152,5.6,4.3,7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,152,Lenox,15,Total,Asthma,55,416,13.2,9.7,16.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,153,Leominster,15,Total,Asthma,494,4483,11,10,12,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,154,Leverett,15,Total,Asthma,22,144,15.3,8.9,21.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,155,Lexington,15,Total,Asthma,398,4684,8.5,7.7,9.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,156,Leyden,15,Total,Asthma,6,39,15.4,3.1,27.7,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,157,Lincoln,15,Total,Asthma,32,1087,2.9,1.9,4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,158,Littleton,15,Total,Asthma,106,1159,9.1,7.4,10.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,159,Longmeadow,15,Total,Asthma,141,2021,7,5.8,8.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,160,Lowell,15,Total,Asthma,1558,12239,12.7,12.1,13.4,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,161,Ludlow,15,Total,Asthma,300,2002,15,13.3,16.7,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,162,Lunenburg,15,Total,Asthma,36,1202,3,2,4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,163,Lynn,15,Total,Asthma,1463,11074,13.2,12.5,13.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,164,Lynnfield,15,Total,Asthma,149,1638,9.1,7.6,10.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,165,Malden,15,Total,Asthma,522,5268,9.9,9.1,10.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,166,Manchester,15,Total,Asthma,53,742,7.1,5.2,9.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,167,Mansfield,15,Total,Asthma,487,3279,14.9,13.5,16.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,168,Marblehead,15,Total,Asthma,170,2683,6.3,5.4,7.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,169,Marion,15,Total,Asthma,81,597,13.6,10.6,16.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,170,Marlborough,15,Total,Asthma,498,3853,12.9,11.8,14.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,171,Marshfield,15,Total,Asthma,252,3122,8.1,7.1,9.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,172,Mashpee,15,Total,Asthma,158,1317,12,10.1,13.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,173,Mattapoisett,15,Total,Asthma,46,666,6.9,4.9,8.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,174,Maynard,15,Total,Asthma,132,1046,12.6,10.5,14.8,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,175,Medfield,15,Total,Asthma,276,1921,14.4,12.7,16.1,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,176,Medford,15,Total,Asthma,425,3752,11.3,10.3,12.4,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,177,Medway,15,Total,Asthma,224,1702,13.2,11.4,14.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,178,Melrose,15,Total,Asthma,278,2828,9.8,8.7,11,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,179,Mendon,15,Total,Asthma,86,794,10.8,8.5,13.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,180,Merrimac,15,Total,Asthma,58,741,7.8,5.8,9.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,181,Methuen,15,Total,Asthma,458,5527,8.3,7.5,9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,182,Middleborough,15,Total,Asthma,374,2571,14.5,13.1,16,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,183,Middlefield,15,Total,Asthma,NS,32,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,184,Middleton,15,Total,Asthma,96,1017,9.4,7.6,11.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,185,Milford,15,Total,Asthma,316,3011,10.5,9.3,11.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,186,Millbury,15,Total,Asthma,112,1341,8.4,6.8,9.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,187,Millis,15,Total,Asthma,136,992,13.7,11.4,16,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,188,Millville,15,Total,Asthma,44,398,11.1,7.8,14.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,189,Milton,15,Total,Asthma,427,3485,12.3,11.1,13.4,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,190,Monroe,15,Total,Asthma,NS,12,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,191,Monson,15,Total,Asthma,168,849,19.8,16.8,22.8,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,192,Montague,15,Total,Asthma,58,707,8.2,6.1,10.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,193,Monterey,15,Total,Asthma,NS,69,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,194,Montgomery,15,Total,Asthma,12,70,17.1,7.4,26.8,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,195,Mount Washington,15,Total,Asthma,0,6,0,0,106.6,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,196,Nahant,15,Total,Asthma,29,276,10.5,6.7,14.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,197,Nantucket,15,Total,Asthma,90,1123,8,6.4,9.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,198,Natick,15,Total,Asthma,485,3969,12.2,11.1,13.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,199,Needham,15,Total,Asthma,462,4447,10.4,9.4,11.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,200,New Ashford,15,Total,Asthma,NS,21,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,201,New Bedford,15,Total,Asthma,1550,10643,14.6,13.8,15.3,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,202,New Braintree,15,Total,Asthma,7,111,6.3,1.6,11,Statistically significantly lower,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,203,New Marlborough,15,Total,Asthma,9,122,7.4,2.6,12.2,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,204,New Salem,15,Total,Asthma,14,94,14.9,7.1,22.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,205,Newbury,15,Total,Asthma,49,700,7,5,9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,206,Newburyport,15,Total,Asthma,184,1940,9.5,8.1,10.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,207,Newton,15,Total,Asthma,1069,9881,10.8,10.2,11.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,208,Norfolk,15,Total,Asthma,110,1244,8.8,7.2,10.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,209,North Adams,15,Total,Asthma,150,1144,13.1,11,15.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,210,North Andover,15,Total,Asthma,400,3753,10.7,9.6,11.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,211,North Attleborough,15,Total,Asthma,600,3618,16.6,15.3,17.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,212,North Brookfield,15,Total,Asthma,20,448,4.5,2.5,6.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,213,North Reading,15,Total,Asthma,198,1879,10.5,9.1,12,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,214,Northampton,15,Total,Asthma,362,2199,16.5,14.8,18.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,215,Northborough,15,Total,Asthma,190,1983,9.6,8.2,10.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,216,Northbridge,15,Total,Asthma,258,1993,12.9,11.4,14.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,217,Northfield,15,Total,Asthma,41,305,13.4,9.3,17.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,218,Norton,15,Total,Asthma,191,2095,9.1,7.8,10.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,219,Norwell,15,Total,Asthma,109,1635,6.7,5.4,7.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,220,Norwood,15,Total,Asthma,288,2649,10.9,9.6,12.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,221,Oak Bluffs,15,Total,Asthma,30,405,7.4,4.8,10.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,222,Oakham,15,Total,Asthma,21,193,10.9,6.2,15.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,223,Orange,15,Total,Asthma,138,817,16.9,14.1,19.7,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,224,Orleans,15,Total,Asthma,12,295,4.1,1.8,6.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,225,Otis,15,Total,Asthma,10,114,8.8,3.3,14.2,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,226,Oxford,15,Total,Asthma,87,1514,5.7,4.5,7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,227,Palmer,15,Total,Asthma,231,1183,19.5,17,22,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,228,Paxton,15,Total,Asthma,22,545,4,2.3,5.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,229,Peabody,15,Total,Asthma,462,4655,9.9,9,10.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,230,Pelham,15,Total,Asthma,10,96,10.4,4,16.9,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,231,Pembroke,15,Total,Asthma,257,2420,10.6,9.3,11.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,232,Pepperell,15,Total,Asthma,201,1382,14.5,12.5,16.6,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,233,Peru,15,Total,Asthma,NS,79,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,234,Petersham,15,Total,Asthma,9,84,10.7,3.7,17.7,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,235,Phillipston,15,Total,Asthma,16,181,8.8,4.5,13.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,236,Pittsfield,15,Total,Asthma,603,4485,13.4,12.4,14.5,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,237,Plainfield,15,Total,Asthma,NS,43,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,238,Plainville,15,Total,Asthma,175,987,17.7,15.1,20.4,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,239,Plymouth,15,Total,Asthma,637,6053,10.5,9.7,11.3,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,240,Plympton,15,Total,Asthma,33,326,10.1,6.7,13.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,241,Princeton,15,Total,Asthma,27,313,8.6,5.4,11.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,242,Provincetown,15,Total,Asthma,7,84,8.3,2.2,14.5,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,243,Quincy,15,Total,Asthma,748,7040,10.6,9.9,11.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,244,Randolph,15,Total,Asthma,471,2867,16.4,14.9,17.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,245,Raynham,15,Total,Asthma,62,1666,3.7,2.8,4.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,246,Reading,15,Total,Asthma,304,3142,9.7,8.6,10.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,247,Rehoboth,15,Total,Asthma,99,1282,7.7,6.2,9.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,248,Revere,15,Total,Asthma,582,5198,11.2,10.3,12.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,249,Richmond,15,Total,Asthma,NS,90,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,250,Rochester,15,Total,Asthma,59,701,8.4,6.3,10.6,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,251,Rockland,15,Total,Asthma,210,1908,11,9.5,12.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,252,Rockport,15,Total,Asthma,79,550,14.4,11.2,17.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,253,Rowe,15,Total,Asthma,NS,45,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,254,Rowley,15,Total,Asthma,61,680,9,6.7,11.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,255,Royalston,15,Total,Asthma,9,84,10.7,3.7,17.7,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,256,Russell,15,Total,Asthma,25,177,14.1,8.6,19.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,257,Rutland,15,Total,Asthma,97,1175,8.3,6.6,9.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,258,Salem,15,Total,Asthma,338,3560,9.5,8.5,10.5,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,259,Salisbury,15,Total,Asthma,38,701,5.4,3.7,7.1,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,260,Sandisfield,15,Total,Asthma,NS,61,NS,NS,NS,NS,        ,83568,691060,12.1,12,12.2
2012-2013,Total,261,Sandwich,15,Total,Asthma,175,2301,7.6,6.5,8.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,262,Saugus,15,Total,Asthma,291,2464,11.8,10.5,13.2,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,263,Savoy,15,Total,Asthma,6,50,12,2.4,21.6,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,264,Scituate,15,Total,Asthma,176,2404,7.3,6.2,8.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,265,Seekonk,15,Total,Asthma,174,1430,12.2,10.4,14,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,266,Sharon,15,Total,Asthma,167,2438,6.8,5.8,7.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,267,Sheffield,15,Total,Asthma,27,279,9.7,6,13.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,268,Shelburne,15,Total,Asthma,21,139,15.1,8.6,21.6,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,269,Sherborn,15,Total,Asthma,66,664,9.9,7.5,12.3,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,270,Shirley,15,Total,Asthma,54,609,8.9,6.5,11.2,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,271,Shrewsbury,15,Total,Asthma,444,4685,9.5,8.6,10.4,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,272,Shutesbury,15,Total,Asthma,11,178,6.2,2.5,9.8,Statistically significantly lower,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,273,Somerset,15,Total,Asthma,196,1759,11.1,9.6,12.7,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,274,Somerville,15,Total,Asthma,483,4068,11.9,10.8,12.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,275,South Hadley,15,Total,Asthma,168,1394,12.1,10.2,13.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,276,Southampton,15,Total,Asthma,82,624,13.1,10.3,16,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,277,Southborough,15,Total,Asthma,125,1499,8.3,6.9,9.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,278,Southbridge,15,Total,Asthma,452,1893,23.9,21.7,26.1,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,279,Southwick,15,Total,Asthma,152,971,15.7,13.2,18.1,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,280,Spencer,15,Total,Asthma,175,1188,14.7,12.5,16.9,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,281,Springfield,15,Total,Asthma,3729,20837,17.9,17.3,18.5,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,282,Sterling,15,Total,Asthma,63,903,7,5.3,8.7,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,283,Stockbridge,15,Total,Asthma,9,114,7.9,2.7,13.1,Not statistically significantly different,Unstable,83568,691060,12.1,12,12.2
2012-2013,Total,284,Stoneham,15,Total,Asthma,366,1979,18.5,16.6,20.4,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,285,Stoughton,15,Total,Asthma,352,2799,12.6,11.3,13.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,286,Stow,15,Total,Asthma,99,950,10.4,8.4,12.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,287,Sturbridge,15,Total,Asthma,86,1178,7.3,5.8,8.8,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,288,Sudbury,15,Total,Asthma,349,2982,11.7,10.5,12.9,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,289,Sunderland,15,Total,Asthma,20,213,9.4,5.3,13.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,290,Sutton,15,Total,Asthma,239,1179,20.3,17.7,22.8,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,291,Swampscott,15,Total,Asthma,133,1569,8.5,7,9.9,Statistically significantly lower,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,292,Swansea,15,Total,Asthma,248,1549,16,14,18,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,293,Taunton,15,Total,Asthma,858,5963,14.4,13.4,15.4,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,294,Templeton,15,Total,Asthma,130,795,16.4,13.5,19.2,Statistically significantly higher,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,295,Tewksbury,15,Total,Asthma,362,3047,11.9,10.7,13.1,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
2012-2013,Total,296,Tisbury,15,Total,Asthma,39,379,10.3,7.1,13.5,Not statistically significantly different,Stable  ,83568,691060,12.1,12,12.2
